-82.974,9.1309,103.45,29.405,-94.421,6.1911,148.53,23.529,2,0,0.41304,22.197,0.014529,52.119,0.047146,2.8888,0.0010373,0.41304
-80.755,2.2983,104.85,1.9017,-94.774,1.2317,152.1,26.325,2,0,0.42873,22.173,0.0098622,51.984,0.030778,2.887,0.0014989,0.56989
-82.143,1.6326,105.2,2.2033,-94.837,0.62641,150.19,19.331,2,0,0.56675,22.177,0.012043,51.874,0.039922,2.8851,0.001234,0.53846
-84.435,5.724,103.11,10.271,-94.087,5.2968,159.7,27.119,2,0,0.53573,22.12,0.026333,51.764,0.028664,2.8838,0.0012325,0.51111
-85.523,2.5677,103.48,3.3859,-93.886,53.328,146.24,18.925,2,0,0.51432,22.064,0.011123,51.686,0.024798,2.8819,0.0013583,0.54321
-85.979,1.5953,103.02,6.8293,-94.66,2.6075,147.65,24.161,2,0,0.58105,22.034,0.016184,51.625,0.015816,2.8803,0.0012019,0.92157
-86.125,1.6927,103.25,3.1042,-95,0,156.76,27.027,2,0,0.92541,22.026,0.0088758,51.628,0.016653,2.8799,0.00080695,0.96
-86.326,2.2197,102.63,7.0156,-94.413,4.9381,154.39,25.263,2,0,0.95788,22.025,0.0064965,51.6,0.013522,2.8798,0.00049759,0.93878
-87.813,1.944,100.98,17.604,-93.021,53.437,151.35,21.622,2,0,0.93902,22.004,0.014964,51.562,0.01931,2.8789,0.0012159,0.94117
-87.62,1.3956,102.04,3.8384,-94.02,7.0596,146.41,18.301,2,0,0.94321,21.961,0.01426,51.528,0.015839,2.8783,0.0016303,0.96154
-87.979,1.4251,100.68,9.6216,-93.617,9.5129,153.02,26.846,2,0,0.95754,21.909,0.017863,51.503,0.018617,2.8768,0.0016935,0.92157
-87.667,1.5556,101.17,10.306,-94.25,6.1875,154.48,24.828,2,0,0.92737,21.854,0.02089,51.467,0.02142,2.8756,0.0012534,0.97959
-87.375,1.3594,101.56,5.2044,-94,49.042,150.84,24.242,2,0,0.97575,21.807,0.021424,51.445,0.015873,2.875,0.00067437,0.94118
-87.56,1.2464,101.22,8.1316,-94.56,1.4464,160,26.667,2,0,0.9451,21.755,0.01135,51.442,0.013174,2.8745,0.00088275,0.98039
-87.702,1.9538,101.6,4.2408,-94.426,4.8402,151.72,24.828,2,0,0.97635,21.705,0.012006,51.444,0.013628,2.874,0.0013461,0.94
-88.48,1.7696,98.96,14.078,-95.06,0.0564,151.86,18.983,2,0,0.94404,21.693,0.0094744,51.455,0.012179,2.8729,0.0017338,0.98039
-88.66,1.4586,98.489,14.42,-93.213,54.806,151.2,24.742,2,0,0.97635,21.648,0.018716,51.451,0.0063986,2.8714,0.0015576,0.94
-88.563,1.0794,98.188,13.902,-93.771,10.385,149.83,21.405,2,0,0.94012,21.612,0.0085774,51.461,0.015347,2.8703,0.0010756,0.94118
-88.213,0.97601,99.702,12.847,-93.957,8.2961,150.52,22.3,2,0,0.94298,21.591,0.007389,51.505,0.01663,2.8699,0.00050333,0.95919
-88.367,1.3753,98.714,16.449,-93.674,8.8322,149.83,18.729,2,0,0.95935,21.588,0.0082497,51.532,0.015447,2.8698,0.00048279,0.96078
-88.521,0.87457,98.75,12.021,-94.438,2.9961,147.16,21.405,2,0,0.95882,21.567,0.012829,51.525,0.015504,2.8694,0.00099091,0.94118
-88.5,1.29,99.96,11.158,-94.06,47.176,155.63,21.843,2,0,0.94706,21.529,0.016833,51.537,0.014583,2.8687,0.00122,1
-88.468,1.2703,99.149,17.488,-95,0,147.16,24.08,2,0,0.99216,21.501,0.0099798,51.57,0.012472,2.8674,0.0013775,0.92157
-88.404,1.2621,98.872,12.665,-95.043,0.040742,156.76,24.324,2,0,0.92341,21.454,0.015785,51.562,0.015758,2.8664,0.0014008,0.94
-88,2.0425,99.936,17.507,-95,0,152.51,26.756,2,0,0.94,21.415,0.015557,51.569,0.012972,2.8656,0.0010332,0.94
-88.109,1.6186,99.478,16.25,-92.63,55.798,144.74,23.684,2,0,0.93446,21.383,0.01162,51.597,0.015098,2.8648,0.00085524,0.88462
-88.354,1.3121,99.875,8.7344,-93.917,6.9097,147.85,23.762,2,0,0.89027,21.335,0.017907,51.596,0.015347,2.864,0.0014723,0.94117
-88.449,1.3903,98.388,13.748,-94.163,6.055,152.51,21.405,2,0,0.94313,21.278,0.016446,51.611,0.018388,2.8624,0.0018051,0.96079
-88.935,1.061,98.239,23.356,-94.391,3.8904,147.95,21.918,2,0,0.95671,21.209,0.019739,51.629,0.014859,2.8613,0.001505,0.92
-88.682,1.1715,98.523,15.659,-93.341,56.179,136.52,19.113,2,0,0.916,21.157,0.015778,51.663,0.019224,2.8607,0.0011777,0.88
-89.123,0.84215,96.143,22.939,-93.735,10.358,150.99,21.192,2,0,0.88808,21.11,0.01317,51.712,0.015688,2.8602,0.00034503,0.96078
-88.708,0.9566,98.313,10.09,-93.646,11.979,151.35,24.324,2,0,0.9607,21.077,0.0092047,51.754,0.015347,2.86,0.00048752,0.96
-89.087,1.5142,96.565,28.072,-94.109,5.3578,145.95,24.324,2,0,0.9542,21.048,0.011909,51.773,0.013075,2.8594,0.0012332,0.90196
-89.244,1.0291,96.022,29.711,-95.133,0.11556,146.67,24,2,0,0.9,21.016,0.012544,51.808,0.017635,2.8584,0.0015977,0.88235
-88.66,1.8244,98.62,20.716,-93.94,6.4164,153.14,21.122,2,0,0.89215,20.978,0.014737,51.829,0.0044236,2.8569,0.0015667,0.98039
-89.745,1.5518,93.766,45.456,-93.532,10.547,150.5,26.403,2,0,0.97274,20.944,0.012973,51.861,0.018496,2.8559,0.0015524,0.90385
-89.92,0.9936,93.22,27.692,-94.7,2.97,153.14,23.762,2,0,0.90962,20.904,0.014528,51.9,0.015862,2.8552,0.001424,0.96153
-89.674,1.1763,94.326,30.089,-93.152,55.477,158.33,27.778,2,0,0.95926,20.861,0.011027,51.942,0.015788,2.854,0.0019533,0.93878
-89.457,1.2916,95.761,25.312,-93.957,6.7372,149.83,24.08,2,0,0.93878,20.825,0.013947,51.979,0.017053,2.8518,0.0018747,0.93877
-89.653,1.4919,93.877,45.332,-94.653,5.4102,152,24,2,0,0.94097,20.791,0.01111,52.018,0.011796,2.851,0.0010773,0.96079
-89.833,1.0139,93.708,33.248,-95.063,1.2253,153.02,24.161,2,0,0.95883,20.751,0.01388,52.049,0.018736,2.8505,0.00067444,0.94118
-89.575,0.96786,95.298,24.422,-92.851,16.978,148.15,18.855,2,0,0.93922,20.704,0.013809,52.089,0.016795,2.8504,0.00035214,0.92157
-89.978,1.0884,92.911,28.837,-94.022,52.511,140.21,19.244,2,0,0.91941,20.668,0.013022,52.132,0.015752,2.8503,0.00035967,0.9
-90,1.3478,91.848,55.564,-95,0,150.17,24.573,2,0,0.902,20.63,0.015458,52.161,0.015786,2.8499,0.00096794,0.92
-89.42,2.2836,94.08,48.554,-95.16,0.1344,158.92,26.936,2,0,0.92604,20.59,0.0128,52.198,0.017651,2.8493,0.0012043,0.9804
-89.896,0.96832,92.438,50.371,-94.563,6.4961,158.33,25,2,0,0.98032,20.549,0.013969,52.235,0.017848,2.8485,0.0014296,0.97959
-89.68,1.2176,93.92,27.114,-94.08,47.554,155.78,23.762,2,0,0.97779,20.517,0.012298,52.273,0.011806,2.8471,0.0015767,0.96153
-90.37,1.1895,90.326,67.481,-94.391,5.2817,147.22,19.444,2,0,0.95926,20.485,0.01175,52.308,0.018937,2.8456,0.0007885,0.93878
-90.471,1.0335,90.863,41.099,-94.608,1.4933,155.78,23.762,2,0,0.9449,20.453,0.014095,52.348,0.015279,2.8453,0.0010149,1
-90.468,1.3128,89.894,53.797,-93.596,10.922,147.85,23.762,2,0,0.99216,20.415,0.010891,52.399,0.013038,2.845,0.0010841,0.92157
-90.085,1.3545,91.426,54.755,-92.83,54.609,148.15,24.242,2,0,0.92157,20.377,0.011129,52.446,0.018266,2.8438,0.0018089,0.92157
-90.02,0.67305,93.123,29.005,-93.347,11.288,157.29,24.407,2,0,0.92549,20.354,0.0080033,52.496,0.023376,2.8424,0.0016916,0.96078
-90.042,0.95659,91.708,37.665,-94.188,5.5274,150.84,24.242,2,0,0.95882,20.327,0.0095176,52.547,0.019706,2.8411,0.0010255,0.94118
